Question,Location,Gender,Age,Answer,Count
What is the top thing that you need information about?,Ramechhap,NA,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,NA,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,Others,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,NA,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,Others,0
What is the top thing that you need information about?,Ramechhap,NA,don't Know,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,NA,1
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,Others,0
What is the top thing that you need information about?,Ramechhap,NA,25 to 39,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,NA,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,Others,0
What is the top thing that you need information about?,Ramechhap,NA,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,55+,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,55+,NA,1
What is the top thing that you need information about?,Ramechhap,NA,55+,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,55+,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,55+,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,55+,Others,0
What is the top thing that you need information about?,Ramechhap,NA,55+,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,NA,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,Others,0
What is the top thing that you need information about?,Ramechhap,NA,15-24,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,Don't know,How to get healthcare psychosocial support,0
