What is your biggest problem?,Occupation_Other,District,Month,Gender,Age,Are you satisfied with what NGOs are doing for you after the earthquake?,Are your main problems being addressed?,Are your main problems being addressed2?,What is the top thing that you need information about?,Is support provided in a fair way?,Do_you_have_any_health_problem,C0JS,Date,Ward,Ethnicity_Other,Round,Ethnicity,Occupation
Long term shelter / housing,Not Mentioned,Nuwakot,7,Male,40 to 54,2 Very little,2 Very little,2 Very little,How to get shelter materials,2 Very little,No difficulty.,2 Very little,18/07/15,2,NA,1,Chhetri,Other
Long term shelter / housing,NA,Nuwakot,7,Female,25 to 39,1 Not at all,1 Not at all,2 Very little,How to get shelter materials,2 Very little,No difficulty.,2 Very little,18/07/15,2,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,18/07/15,5,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,18/07/15,5,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,2 Very little,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty.,2 Very little,18/07/15,2,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,18/07/15,5,NA,1,Dalit,Farmer / Laborer
Financial support,NA,Nuwakot,7,Male,55+,5 Completely yes,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty.,2 Very little,18/07/15,9,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,Refused,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,2,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,Finding missing people,1 Not at all,"Yes, some difficulty.",1 Not at all,17/07/15,2,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,2 Very little,No difficulty.,2 Very little,17/07/15,3,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",1 Not at all,17/07/15,2,NA,1,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Nuwakot,7,Male,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,18/07/15,6,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,Not mentioned,Nuwakot,7,Female,25 to 39,2 Very little,1 Not at all,1 Not at all,NA,1 Not at all,No difficulty.,5 Completely yes,18/07/15,9,Not Mentioned,1,Other,Other
Long term shelter / housing,NA,Nuwakot,7,Male,Refused,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,2,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,6,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,2,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,18/07/15,9,NA,1,Brahmin,Farmer / Laborer
NA,NA,Nuwakot,7,Male,55+,7 Refused,5 Completely yes,2 Very little,NA,5 Completely yes,No difficulty.,6 Don't know,17/07/15,9,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,7,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,9,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,9,NA,1,Chhetri,Farmer / Laborer
Education,NA,Nuwakot,7,Female,40 to 54,7 Refused,2 Very little,4 Mostly yes,NA,6 Don't know,No difficulty.,4 Mostly yes,18/07/15,5,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",1 Not at all,17/07/15,9,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,9,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,40 to 54,5 Completely yes,1 Not at all,7 Refused,NA,5 Completely yes,No difficulty.,6 Don't know,18/07/15,4,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,15 to 24,5 Completely yes,1 Not at all,2 Very little,NA,5 Completely yes,No difficulty.,6 Don't know,18/07/15,4,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,7,not mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,9,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,15 to 24,1 Not at all,2 Very little,1 Not at all,News about government decisions,4 Mostly yes,No difficulty.,2 Very little,18/07/15,4,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,17/07/15,7,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,2 Very little,1 Not at all,2 Very little,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,17/07/15,4,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,2 Very little,1 Not at all,1 Not at all,News about government decisions,6 Don't know,No difficulty.,2 Very little,16/07/15,4,NA,1,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Nuwakot,7,Male,40 to 54,2 Very little,1 Not at all,2 Very little,NA,2 Very little,No difficulty.,6 Don't know,16/07/15,4,NA,1,Tamang,Farmer / Laborer
NA,NA,Nuwakot,7,Male,Refused,1 Not at all,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty.,5 Completely yes,16/07/15,4,NA,1,Tamang,NGO Worker / Business
NA,NA,Nuwakot,7,Male,55+,4 Mostly yes,6 Don't know,4 Mostly yes,NA,2 Very little,"Yes, a lot of difficulty.",6 Don't know,16/07/15,7,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Female,40 to 54,6 Don't know,2 Very little,1 Not at all,News about government decisions,6 Don't know,"Yes, some difficulty.",1 Not at all,16/07/15,7,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,2 Very little,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,"Yes, some difficulty.",1 Not at all,16/07/15,7,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,2 Very little,16/07/15,7,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NotMentioned,Nuwakot,7,Male,40 to 54,6 Don't know,2 Very little,1 Not at all,How to register for access support,2 Very little,"Yes, some difficulty.",1 Not at all,17/07/15,9,NA,1,Brahmin,Other
Long term shelter / housing,Not Mentioned,Nuwakot,7,Female,25 to 39,2 Very little,2 Very little,2 Very little,How to get healthcare psychosocial support,1 Not at all,No difficulty.,2 Very little,17/07/15,9,NotMentioned,1,Other,Other
Long term shelter / housing,NA,Nuwakot,7,Male,25 to 39,5 Completely yes,1 Not at all,1 Not at all,NA,6 Don't know,No difficulty.,5 Completely yes,18/07/15,5,Not Mentioned,1,Other,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Nuwakot,7,Male,25 to 39,5 Completely yes,1 Not at all,1 Not at all,NA,6 Don't know,No difficulty.,5 Completely yes,18/07/15,5,Not Mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,Not Mentioned,Nuwakot,7,Male,15 to 24,1 Not at all,1 Not at all,3 Neutral,NA,1 Not at all,No difficulty.,5 Completely yes,18/07/15,1,NA,1,Newar,Other
Long term shelter / housing,Not Mentioned,Nuwakot,7,Male,40 to 54,5 Completely yes,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty.,1 Not at all,16/07/15,7,NA,1,Tamang,Other
NA,NA,Ramechhap,7,Female,40 to 54,5 Completely yes,5 Completely yes,1 Not at all,NA,6 Don't know,"Yes, some difficulty.",5 Completely yes,16/07/15,8,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Female,40 to 54,5 Completely yes,5 Completely yes,5 Completely yes,How to get shelter materials,6 Don't know,"Yes, a lot of difficulty.",2 Very little,16/07/15,8,NA,1,Janajati,Farmer / Laborer
NA,Not Mentioned,Ramechhap,7,Male,Refused,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,6 Don't know,21/07/15,1,NA,1,Tamang,Other
NA,NA,Ramechhap,7,Male,40 to 54,6 Don't know,5 Completely yes,1 Not at all,NA,5 Completely yes,"Yes, a lot of difficulty.",6 Don't know,21/07/15,1,NA,1,Tamang,Farmer / Laborer
Short-term shelter (tent / shelterbox),not mentioned,Ramechhap,7,Male,55+,5 Completely yes,1 Not at all,5 Completely yes,NA,4 Mostly yes,"Yes, some difficulty.",5 Completely yes,21/07/15,1,NA,1,Tamang,Other
Long term shelter / housing,NA,Ramechhap,7,Female,55+,5 Completely yes,1 Not at all,1 Not at all,NA,7 Refused,No difficulty.,6 Don't know,21/07/15,1,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Female,55+,4 Mostly yes,5 Completely yes,1 Not at all,NA,5 Completely yes,"Yes, some difficulty.",5 Completely yes,21/07/15,1,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Female,55+,5 Completely yes,5 Completely yes,5 Completely yes,NA,2 Very little,"Yes, a lot of difficulty.",5 Completely yes,21/07/15,1,not mentioned,1,Other,Farmer / Laborer
NA,NA,Ramechhap,7,Male,Refused,4 Mostly yes,4 Mostly yes,5 Completely yes,NA,1 Not at all,No difficulty.,5 Completely yes,21/07/15,2,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Female,40 to 54,1 Not at all,5 Completely yes,1 Not at all,NA,5 Completely yes,No difficulty.,5 Completely yes,19/07/15,2,NA,1,Newar,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Male,40 to 54,6 Don't know,1 Not at all,1 Not at all,News about government decisions,6 Don't know,"Yes, some difficulty.",1 Not at all,19/07/15,2,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Female,40 to 54,1 Not at all,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty.,5 Completely yes,16/07/15,1,not mentioned,1,Other,Farmer / Laborer
NA,NA,Ramechhap,7,Female,55+,1 Not at all,6 Don't know,5 Completely yes,Others,6 Don't know,"Yes, some difficulty.",2 Very little,16/07/15,1,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Female,55+,6 Don't know,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,5 Completely yes,16/07/15,1,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Male,25 to 39,1 Not at all,4 Mostly yes,5 Completely yes,News about government decisions,1 Not at all,No difficulty.,2 Very little,16/07/15,1,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Male,55+,1 Not at all,5 Completely yes,1 Not at all,NA,2 Very little,"Yes, some difficulty.",5 Completely yes,16/07/15,1,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Female,40 to 54,1 Not at all,5 Completely yes,5 Completely yes,NA,1 Not at all,"Yes, some difficulty.",5 Completely yes,18/07/15,3,NA,1,Newar,Farmer / Laborer
NA,NA,Ramechhap,7,Male,40 to 54,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,5 Completely yes,18/07/15,3,NA,1,Newar,Skilled Worker (i.e. Carpenter)
NA,NA,Ramechhap,7,Male,55+,1 Not at all,5 Completely yes,5 Completely yes,NA,6 Don't know,Cannot do at all.,5 Completely yes,18/07/15,3,NA,1,Newar,Farmer / Laborer
NA,not mentioned,Ramechhap,7,Male,55+,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,"Yes, a lot of difficulty.",5 Completely yes,18/07/15,3,NA,1,Janajati,Other
NA,NA,Ramechhap,7,Male,25 to 39,5 Completely yes,5 Completely yes,5 Completely yes,News about government decisions,5 Completely yes,No difficulty.,1 Not at all,18/07/15,3,NA,1,Janajati,NGO Worker / Business
Short-term shelter (tent / shelterbox),NA,Ramechhap,7,Male,55+,5 Completely yes,2 Very little,2 Very little,NA,1 Not at all,No difficulty.,6 Don't know,19/07/15,4,NA,1,Newar,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Male,55+,1 Not at all,1 Not at all,4 Mostly yes,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,19/07/15,4,NA,1,Newar,Farmer / Laborer
NA,NA,Ramechhap,7,Male,40 to 54,1 Not at all,4 Mostly yes,5 Completely yes,NA,1 Not at all,No difficulty.,5 Completely yes,19/07/15,4,NA,1,Newar,Farmer / Laborer
Short-term shelter (tent / shelterbox),appanga,Ramechhap,7,Female,40 to 54,1 Not at all,2 Very little,4 Mostly yes,NA,6 Don't know,Cannot do at all.,4 Mostly yes,19/07/15,4,NA,1,Newar,Other
NA,NA,Ramechhap,7,Male,55+,5 Completely yes,5 Completely yes,5 Completely yes,NA,1 Not at all,No difficulty.,5 Completely yes,19/07/15,4,NA,1,Newar,Farmer / Laborer
Short-term shelter (tent / shelterbox),not mentioned,Ramechhap,7,Female,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,6 Don't know,No difficulty.,2 Very little,20/07/15,5,NA,1,Tamang,Other
Short-term shelter (tent / shelterbox),NA,Ramechhap,7,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,20/07/15,5,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Male,40 to 54,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,"Yes, some difficulty.",5 Completely yes,20/07/15,5,NA,1,Tamang,NGO Worker / Business
NA,NA,Ramechhap,7,Male,40 to 54,2 Very little,5 Completely yes,5 Completely yes,NA,1 Not at all,"Yes, some difficulty.",4 Mostly yes,20/07/15,5,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Female,40 to 54,1 Not at all,5 Completely yes,2 Very little,NA,1 Not at all,No difficulty.,4 Mostly yes,20/07/15,5,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Female,40 to 54,1 Not at all,1 Not at all,5 Completely yes,NA,1 Not at all,"Yes, a lot of difficulty.",5 Completely yes,16/07/15,8,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,16/07/15,8,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Male,40 to 54,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,5 Completely yes,16/07/15,8,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Male,55+,5 Completely yes,5 Completely yes,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,17/07/15,9,NA,1,Janajati,Farmer / Laborer
NA,NA,Ramechhap,7,Female,55+,1 Not at all,5 Completely yes,1 Not at all,News about government decisions,1 Not at all,"Yes, a lot of difficulty.",1 Not at all,17/07/15,9,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Female,40 to 54,6 Don't know,3 Neutral,1 Not at all,News about government decisions,6 Don't know,"Yes, some difficulty.",2 Very little,17/07/15,9,not mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,not mentioned,Ramechhap,7,Male,40 to 54,5 Completely yes,1 Not at all,4 Mostly yes,News about government decisions,5 Completely yes,No difficulty.,1 Not at all,17/07/15,9,sunuwar,1,Other,Other
Financial support,"student,class 10",Ramechhap,7,Male,15 to 24,6 Don't know,2 Very little,2 Very little,News about government decisions,1 Not at all,No difficulty.,1 Not at all,17/07/15,9,NA,1,Janajati,Other
Long term shelter / housing,NA,Ramechhap,7,Male,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,6 Don't know,"Yes, some difficulty.",2 Very little,16/07/15,9,pahari,1,Other,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Ramechhap,7,Female,25 to 39,2 Very little,1 Not at all,2 Very little,How to register for access support,1 Not at all,No difficulty.,1 Not at all,16/07/15,9,pahari,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Female,Refused,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,"Yes, some difficulty.",1 Not at all,16/07/15,9,pahari,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,16/07/15,9,pahari,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Ramechhap,7,Female,15 to 24,2 Very little,2 Very little,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,16/07/15,9,pahari,1,Other,Skilled Worker (i.e. Carpenter)
NA,NA,Ramechhap,7,Male,55+,4 Mostly yes,5 Completely yes,5 Completely yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,17/07/15,6,NA,1,Tamang,Farmer / Laborer
NA,Student,Ramechhap,7,Male,15 to 24,4 Mostly yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,5 Completely yes,17/07/15,6,NA,1,Tamang,Other
NA,NA,Ramechhap,7,Female,40 to 54,2 Very little,5 Completely yes,5 Completely yes,News about government decisions,6 Don't know,"Yes, a lot of difficulty.",2 Very little,17/07/15,6,NA,1,Tamang,Farmer / Laborer
NA,NA,Ramechhap,7,Male,55+,4 Mostly yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,4 Mostly yes,17/07/15,6,NA,1,Janajati,Skilled Worker (i.e. Carpenter)
NA,dhirga rogi(paralysis),Ramechhap,7,Male,55+,5 Completely yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,Cannot do at all.,5 Completely yes,17/07/15,7,NA,1,Tamang,Other
Long term shelter / housing,NA,Ramechhap,7,Male,40 to 54,1 Not at all,2 Very little,5 Completely yes,News about government decisions,1 Not at all,"Yes, a lot of difficulty.",1 Not at all,16/07/15,8,NA,1,Brahmin,Farmer / Laborer
